Date,SPY,XLE,XLF,XLK,XLV,XLI,XLY,XLP,XLU,XLB,LQD,BIL,SHY,IEF,TLT,VGSH,VGIT,VGLT,BND
2018-08-08,60,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
2018-08-09,59.91802025875508,0,0,0,0,0,0,0,0,0,40.03127935108793,0,0,0,0,0,0,0,0
2018-08-10,59.516581844948554,0,0,0,0,0,0,0,0,0,40.09731845850321,0,0,0,0,0,0,0,0
2018-08-13,59.29378007928154,0,0,0,0,0,0,0,0,0,40.08689622681359,0,0,0,0,0,0,0,0
2018-08-14,59.67210916566841,0,0,0,0,0,0,0,0,0,40.139026369290306,0,0,0,0,0,0,0,0
2018-08-15,59.22650563433439,0,0,0,0,0,0,0,0,0,40.22246117489306,0,0,0,0,0,0,0,0
2018-08-16,59.70573232281794,0,0,0,0,0,0,0,0,0,40.27459764537931,0,0,0,0,0,0,0,0
2018-08-17,59.915931558133146,0,0,0,0,0,0,0,0,0,40.309335253673304,0,0,0,0,0,0,0,0
2018-08-20,60.04412995421736,0,0,0,0,0,0,0,0,0,40.41362401466961,0,0,0,0,0,0,0,0
2018-08-21,60.18498714194959,0,0,0,0,0,0,0,0,0,40.31282198692223,0,0,0,0,0,0,0,0
2018-08-22,60.149240120868015,0,0,0,0,0,0,0,0,0,40.309335253673304,0,0,0,0,0,0,0,0
2018-08-23,60.069384243555135,0,0,0,0,0,0,0,0,0,40.32324738261663,0,0,0,0,0,0,0,0
2018-08-24,60.43089120237422,0,0,0,0,0,0,0,0,0,40.403198618975225,0,0,0,0,0,0,0,0
2018-08-27,60.908015124911785,0,0,0,0,0,0,0,0,0,40.34063042478506,0,0,0,0,0,0,0,0
2018-08-28,60.93743978283139,0,0,0,0,0,0,0,0,0,40.1876792705324,0,0,0,0,0,0,0,0
2018-08-29,61.26532358450094,0,0,0,0,0,0,0,0,0,40.1459808517596,0,0,0,0,0,0,0,0
2018-08-30,61.017295660144256,0,0,0,0,0,0,0,0,0,40.18421468531681,0,0,0,0,0,0,0,0
2018-08-31,61.01940545875225,0,0,0,0,0,0,0,0,0,40.12513006037081,0,0,0,0,0,0,0,0
2018-09-04,60.91431639008767,0,0,0,0,0,0,0,0,0,40.05121890910496,0,0,0,0,0,0,0,0
2018-09-05,60.75037800558392,0,0,0,0,0,0,0,0,0,40.026808612357705,0,0,0,0,0,0,0,0
2018-09-06,60.56750769490436,0,0,0,0,0,0,0,0,0,40.13837142030436,0,0,0,0,0,0,0,0
2018-09-07,60.44982312855001,0,0,0,0,0,0,0,0,0,39.97103353639391,0,0,0,0,0,0,0,0
2018-09-10,60.554891099228506,0,0,0,0,0,0,0,0,0,40.10350092381032,0,0,0,0,0,0,0,0
2018-09-11,60.75458353747588,0,0,0,0,0,0,0,0,0,40.01287117137629,0,0,0,0,0,0,0,0
2018-09-12,60.769295866435684,0,0,0,0,0,0,0,0,0,40.093050216077835,0,0,0,0,0,0,0,0
2018-09-13,61.12871412463284,0,0,0,0,0,0,0,0,0,40.176731814052104,0,0,0,0,0,0,0,0
2018-09-14,61.13922092170069,0,0,0,0,0,0,0,0,0,40.12791754856712,0,0,0,0,0,0,0,0
2018-09-17,60.815521553936996,0,0,0,0,0,0,0,0,0,40.10350092381034,0,0,0,0,0,0,0,0
2018-09-18,61.14552218687659,0,0,0,0,0,0,0,0,0,39.93966559317262,0,0,0,0,0,0,0,0
2018-09-19,61.21070089853978,0,0,0,0,0,0,0,0,0,39.88038796393609,0,0,0,0,0,0,0,0
2018-09-20,61.70672861660506,0,0,0,0,0,0,0,0,0,39.98498046938964,0,0,0,0,0,0,0,0
2018-09-21,61.65034776513723,0,0,0,0,0,0,0,0,0,39.991950771882735,0,0,0,0,0,0,0,0
2018-09-24,61.44553554893443,0,0,0,0,0,0,0,0,0,39.901308363429656,0,0,0,0,0,0,0,0
2018-09-25,61.388542855870284,0,0,0,0,0,0,0,0,0,39.901308363429656,0,0,0,0,0,0,0,0
2018-09-26,61.20484972373358,0,0,0,0,0,0,0,0,0,40.044248606611895,0,0,0,0,0,0,0,0
2018-09-27,61.375862966236184,0,0,0,0,0,0,0,0,0,40.09654011333152,0,0,0,0,0,0,0,0
2018-09-28,61.382199394722214,0,0,0,0,0,0,0,0,0,40.0686462473401,0,0,0,0,0,0,0,0
2018-10-01,60.96530220291431,0,0,0,0,0,0,0,0,0,40.64353480194287,0,0,0,0,0,0,0,0
2018-10-02,60.92977471054249,0,0,0,0,0,0,0,0,0,40.67904764943785,0,0,0,0,0,0,0,0
2018-10-03,60.96321398823727,0,0,0,0,0,0,0,0,0,40.441063363736234,0,0,0,0,0,0,0,0
2018-10-04,60.48674604538008,0,0,0,0,0,0,0,0,0,40.27411762835399,0,0,0,0,0,0,0,0
2018-10-05,60.14819076050933,0,0,0,0,0,0,0,0,0,40.117832174884946,0,0,0,0,0,0,0,0
2018-10-08,60.14819076050933,0,0,0,0,0,0,0,0,0,40.075200688729225,0,0,0,0,0,0,0,0
2018-10-09,60.060416136918306,0,0,0,0,0,0,0,0,0,40.188857869874894,0,0,0,0,0,0,0,0
2018-10-10,58.15872427520141,0,0,0,0,0,0,0,0,0,40.078764828808126,0,0,0,0,0,0,0,0
2018-10-11,56.8776880994326,0,0,0,0,0,0,0,0,0,40.24569770886095,0,0,0,0,0,0,0,0
2018-10-12,57.66763882960504,0,0,0,0,0,0,0,0,0,40.25280349219231,0,0,0,0,0,0,0,0
2018-10-15,57.34371148854685,0,0,0,0,0,0,0,0,0,40.178197587961684,0,0,0,0,0,0,0,0
2018-10-16,58.59757303065196,0,0,0,0,0,0,0,0,0,40.2812330531824,0,0,0,0,0,0,0,0
2018-10-17,58.608014104037096,0,0,0,0,0,0,0,0,0,40.08230004439586,0,0,0,0,0,0,0,0
2018-10-18,57.761664175795964,0,0,0,0,0,0,0,0,0,40.08230004439586,0,0,0,0,0,0,0,0
2018-10-19,57.73033747528277,0,0,0,0,0,0,0,0,0,40.03256277490878,0,0,0,0,0,0,0,0
2018-10-22,57.47119351422155,0,0,0,0,0,0,0,0,0,39.98283836075112,0,0,0,0,0,0,0,0
2018-10-23,57.17862071653892,0,0,0,0,0,0,0,0,0,40.03968141356954,0,0,0,0,0,0,0,0
2018-10-24,55.446182134752846,0,0,0,0,0,0,0,0,0,40.096508397226195,0,0,0,0,0,0,0,0
2018-10-25,56.440917117585705,0,0,0,0,0,0,0,0,0,40.04677755540382,0,0,0,0,0,0,0,0
2018-10-26,55.44826338871428,0,0,0,0,0,0,0,0,0,40.11425839330898,0,0,0,0,0,0,0,0
2018-10-29,55.14107656865026,0,0,0,0,0,0,0,0,0,40.068091691565506,0,0,0,0,0,0,0,0
2018-10-30,55.958170609266254,0,0,0,0,0,0,0,0,0,39.97930635899573,0,0,0,0,0,0,0,0
2018-10-31,56.55586637484042,0,0,0,0,0,0,0,0,0,39.865626681023585,0,0,0,0,0,0,0,0
2018-11-01,58.28649332436467,0,0,0,0,0,0,0,0,0,38.85766221624313,0,0,0,0,0,0,0,0
2018-11-02,57.94128049419932,0,0,0,0,0,0,0,0,0,38.70181282089649,0,0,0,0,0,0,0,0
