Date,100 SPY,100 LQD,80-20 SPYxLQD - Daily,60-40 SPYxLQD - Daily,50-50 SPYxLQD - Daily,80-20 SPYxLQD - Monthly,60-40 SPYxLQD - Monthly,50-50 SPYxLQD - Monthly,80-20 SPYxLQD - Yearly,60-40 SPYxLQD - Yearly,50-50 SPYxLQD - Yearly,Fast Algo - Daily,Fast Algo - Monthly,Fast Algo - Yearly,Round Robin - Daily,,,,,,,,,,,,,,,,,
8/9/2019,104.1785265,113.5054278,106.1918061,108.1361256,109.0808419,106.0544147,107.9260965,108.8600347,106.0439067,107.909287,108.8419771,103.9573157,104.9905702,103.2147156,108.2044812,,,,,,,,,,,,,,,,,
8/12/2019,102.9103382,114.2174396,105.2908759,107.6176388,108.7590376,105.1604896,107.4174976,108.5481954,105.1717585,107.4331788,108.5638889,103.5391377,104.258758,102.0217879,106.5246951,,,,,,,,,,,,,,,,,
8/13/2019,104.5107494,114.1272734,106.5841977,108.5878265,109.5617927,106.4419086,108.3702147,109.3329646,106.4340542,108.357359,109.3190114,104.0384286,105.4734102,103.2726712,107.6738453,,,,,,,,,,,,,,,,,
8/14/2019,101.4206446,114.4607436,104.1253548,106.7883484,108.1021325,103.9979473,106.5919827,107.8948526,104.0286644,106.6366842,107.9406941,102.8258517,103.6181432,100.4599654,103.7996766,,,,,,,,,,,,,,,,,
8/15/2019,101.6885539,115.0195781,104.4470727,107.1661515,108.5088067,104.3213085,106.972189,108.3039958,104.3547587,107.0209636,108.354066,104.2250525,104.5973374,100.8058191,103.7713905,,,,,,,,,,,,,,,,,
8/16/2019,103.1889606,115.226852,105.7176037,108.1921371,109.4070968,105.5779998,107.9775966,109.180957,105.5965389,108.0041172,109.2079063,104.9954506,105.7907316,102.2027535,105.4448772,,,,,,,,,,,,,,,,,
8/19/2019,104.4321594,114.8483342,106.6670784,108.8320591,109.8864536,106.5148998,108.599033,109.6412673,106.5153944,108.5986293,109.6402468,105.8165938,106.8739378,103.3416211,106.8580744,,,,,,,,,,,,,,,,,
8/20/2019,103.631948,115.5152511,106.137091,108.584496,109.7845028,105.9921226,108.3618154,109.5498379,106.0086086,108.3852692,109.5735995,105.2295925,106.2281806,102.6110774,105.6626767,,,,,,,,,,,,,,,,,
8/21/2019,104.4750469,115.7225646,106.8659712,109.1924803,110.3295937,106.7155039,108.9617042,110.0865812,106.7245505,108.974054,110.0988058,105.7774371,106.9343185,103.4135172,106.2288908,,,,,,,,,,,,,,,,,
8/22/2019,104.4428842,115.2989676,106.7614166,109.0124338,110.1106831,106.6090687,108.7789542,109.8649185,106.6141009,108.7853176,109.8709259,106.0382783,107.1052123,103.3880392,105.6587204,,,,,,,,,,,,,,,,,
8/23/2019,101.7600057,115.7225646,104.6459141,107.4924788,108.8987158,104.5126107,107.2866264,108.6812158,104.5525175,107.3450293,108.7412851,104.6660057,105.0326349,100.9193623,102.8140253,,,,,,,,,,,,,,,,,
8/26/2019,102.8853489,115.7315424,105.573344,108.2090569,109.5050844,105.427379,107.9843733,109.2680634,105.4545876,108.0238263,109.3084456,105.900133,106.3486715,101.8771079,103.4323573,,,,,,,,,,,,,,,,,
8/27/2019,102.4816506,116.3534276,105.3554078,108.1868898,109.5844617,105.2177787,107.9744711,109.3600834,105.256006,108.0303614,109.4175391,105.939452,106.2554182,101.5562334,103.0389194,,,,,,,,,,,,,,,,,
8/28/2019,103.2032955,116.3534276,105.9489126,108.6439815,109.9702921,105.8032971,108.4196987,109.7336227,105.8333219,108.4633483,109.7783615,106.02462,106.5623547,102.3144094,104.0489763,,,,,,,,,,,,,,,,,
8/29/2019,104.5214742,116.1010824,106.9855546,109.3823338,110.5533469,106.8249632,109.1359183,110.2938099,106.8373959,109.1533175,110.3112783,106.5038917,107.3620177,103.4955448,105.2626319,,,,,,,,,,,,,,,,,
8/30/2019,104.4750469,116.0830713,106.9442177,109.3463944,110.5202183,106.7838777,109.1003478,110.261061,106.7966518,109.1182567,110.2790591,106.4790456,107.3136319,103.5768069,105.5420716,,,,,,,,,,,,,,,,,
9/3/2019,103.8641665,115.9737153,106.423814,108.9215722,110.1450469,106.2674893,108.6814015,109.8919292,106.2860763,108.707986,109.9189409,107.933491,107.8176237,103.2344083,104.6866003,,,,,,,,,,,,,,,,,
9/4/2019,105.0430633,116.1905762,107.4299745,109.744822,110.8731214,107.2651365,109.4921366,110.6071097,107.2725659,109.5020685,110.6168198,108.310495,108.7326818,104.1940479,105.6415045,,,,,,,,,,,,,,,,,
9/5/2019,106.3934399,115.3410805,108.3777346,110.2703662,111.1804744,108.1996713,109.9985691,110.8949513,108.182968,109.9724962,110.8672602,107.3191507,108.727143,105.1080965,107.0591704,,,,,,,,,,,,,,,,,
9/6/2019,106.4755697,115.7568149,108.522791,110.4804227,111.4237559,108.3451569,110.2091231,111.1386727,108.3318187,110.1880678,111.1161923,107.1963914,108.6841285,105.2562126,107.4196914,,,,,,,,,,,,,,,,,
9/9/2019,106.5291938,114.9073113,108.407232,110.1894946,111.0429617,108.2275486,109.9155053,110.7552827,108.2048173,109.8804408,110.7182525,106.7924177,108.173941,105.3307383,107.9126005,,,,,,,,,,,,,,,,,
9/10/2019,106.5041458,113.9403281,108.2043838,109.8030369,110.5626753,108.0238273,109.5281695,110.274312,107.9913822,109.4786187,110.2222369,106.5577619,107.8131309,105.548951,108.7700307,,,,,,,,,,,,,,,,,
9/11/2019,107.2615166,113.8499642,108.80279,110.2367017,110.9119486,108.6211941,109.9606865,110.622609,108.5792061,109.8968956,110.5557404,107.3305601,108.6468399,106.2817031,109.5042669,,,,,,,,,,,,,,,,,
9/12/2019,107.6330404,113.696328,109.0749149,110.4062951,111.0291968,108.8934974,110.1308173,110.7405604,108.8456979,110.0583554,110.6646842,107.6488082,109.0633097,106.5834361,109.2879854,,,,,,,,,,,,,,,,,
9/13/2019,107.5615768,112.6751455,108.8210432,109.9656591,110.493724,108.6418366,109.6940009,110.2093322,108.5842905,109.6070043,110.1183611,106.9967374,108.3667529,106.6464197,109.75514,,,,,,,,,,,,,,,,,
9/16/2019,107.2293539,113.2444923,108.6621272,109.9841324,110.6022463,108.4802645,109.7079912,110.3129216,108.4323815,109.6354092,110.2369231,106.6094844,107.9324299,106.393942,110.870795,,,,,,,,,,,,,,,,,
9/17/2019,107.5008615,113.5336744,108.9377317,110.2635647,110.8834877,108.755403,109.9867147,110.5934198,108.7074241,109.9139867,110.517268,107.4141671,108.5991448,106.687547,110.3936269,,,,,,,,,,,,,,,,,
9/18/2019,107.5651752,113.813847,109.0436366,110.4119857,111.0534727,108.8607226,110.1341425,110.7623093,108.8149096,110.0646439,110.6895111,107.7685087,108.8191414,106.7407591,110.1565598,,,,,,,,,,,,,,,,,
9/19/2019,107.5580253,114.1391621,109.1001741,110.5338189,111.2084944,108.9166207,110.2548409,110.916056,108.8742527,110.19048,110.8485937,108.0841708,109.058484,106.7357128,110.048745,,,,,,,,,,,,,,,,,
9/20/2019,107.0498569,114.9253619,108.8381087,110.5250285,111.3287932,108.6534207,110.2436766,111.0335257,108.6249579,110.2000589,110.9876094,108.2391467,108.7125256,106.3697087,110.0512976,,,,,,,,,,,,,,,,,
9/23/2019,107.0247151,114.844047,108.8022577,110.4781731,111.2763348,108.6175993,110.1968931,110.9811565,108.5885815,110.1524479,110.9343811,108.387625,108.9737217,106.4157434,109.7971789,,,,,,,,,,,,,,,,,
9/24/2019,106.1848981,115.2055504,108.1877425,110.0971277,111.0148816,108.0047627,109.8177845,110.7214109,107.9890285,109.793159,110.6952242,109.3769506,109.2781722,105.8596621,108.6747222,,,,,,,,,,,,,,,,,
9/25/2019,106.8129499,114.5548886,108.5774557,110.2391185,111.0296948,108.3909383,109.9550375,110.7315939,108.3613377,109.9097254,110.6839193,109.356307,109.6506281,106.299065,108.7935273,,,,,,,,,,,,,,,,,
9/26/2019,106.5904717,114.7988729,108.4427835,110.1952667,111.0323022,108.256701,109.9116082,110.734519,108.2321519,109.8738322,110.6946723,109.9443801,110.1105044,106.1634636,108.1698192,,,,,,,,,,,,,,,,,
9/27/2019,106.0162314,114.8259726,107.9805279,109.8494756,110.7463225,107.7959215,109.5677457,110.4503953,107.7781796,109.5401279,110.421102,109.6517809,109.5080485,105.8052514,107.8594259,,,,,,,,,,,,,,,,,
9/30/2019,106.5079082,115.2055504,108.4525471,110.3003991,111.1861753,108.2668423,110.0170696,110.8886081,108.2474367,109.9869651,110.8567293,109.8951303,110.0561259,106.2278163,107.8324834,,,,,,,,,,,,,,,,,
10/1/2019,105.2410093,115.3378374,107.4454295,109.5638548,110.588738,107.2640127,109.2863158,110.2968581,107.2603749,109.2797406,110.2894234,109.6278054,109.5701836,104.8448371,105.8923324,,,,,,,,,,,,,,,,,
10/2/2019,103.381972,115.2925289,105.9186059,108.3853996,109.5902652,105.7397671,108.1108457,109.3010206,105.7640834,108.1461947,109.3372504,107.8798505,107.8231475,102.9313775,103.7903397,,,,,,,,,,,,,,,,,
10/3/2019,104.2289624,115.7455827,106.6960676,109.0885537,110.2545152,106.5146523,108.8102874,109.9614871,106.5322864,108.8356105,109.9872725,108.2694916,108.2707512,103.6077203,104.6169423,,,,,,,,,,,,,,,,,
10/4/2019,105.6393979,116.2258232,107.9396627,110.1553193,111.2292309,107.7540151,109.8710951,110.9302095,107.756683,109.873968,110.9326106,109.8376753,109.8541745,104.9231833,106.0300742,,,,,,,,,,,,,,,,,
10/7/2019,105.1835994,115.6368675,107.4576906,109.6468715,110.7074543,107.2728214,109.363882,110.4097544,107.274253,109.3649066,110.4102334,109.2570985,109.2472594,104.3895615,105.4181096,,,,,,,,,,,,,,,,,
10/8/2019,103.5506621,115.5372092,106.1045754,108.5877364,109.8004028,105.9228238,108.3086873,109.5064108,105.9479716,108.345281,109.5439357,108.2335654,108.2218211,102.8404829,103.4553034,,,,,,,,,,,,,,,,,
10/9/2019,104.5340158,115.5824703,106.9189738,109.2234644,110.3432614,106.7330473,108.9385332,110.0433496,106.7437067,108.9533976,110.0582431,108.837305,108.8631253,103.7592791,104.3423214,,,,,,,,,,,,,,,,,
10/10/2019,105.2410093,114.9028658,107.3717398,109.4098043,110.3920035,107.1831081,109.121456,110.0888778,107.1733806,109.1057519,110.0719376,108.8149345,108.8739947,104.4096887,105.3127798,,,,,,,,,,,,,,,,,
10/11/2019,106.3320448,114.6944687,108.223292,110.0109825,110.8641135,108.0339527,109.7222547,110.5609581,108.0045296,109.6770143,110.5132567,108.5024679,108.5834328,105.4198539,106.5142545,,,,,,,,,,,,,,,,,
10/14/2019,106.2136382,115.0750589,108.1987054,110.0835002,110.9863269,108.0081962,109.7927285,110.6808887,107.9859223,109.7582065,110.6443486,107.8599552,107.9497088,105.1571586,106.5314327,,,,,,,,,,,,,,,,,
10/15/2019,107.2651618,114.766956,108.9977077,110.6195062,111.3871358,108.8082785,110.3311191,111.08459,108.7655207,110.2658795,111.0160589,107.5118237,107.5615403,105.8751156,107.8395039,,,,,,,,,,,,,,,,,
10/16/2019,107.0928968,114.8938405,108.8817709,110.5618346,111.3592673,108.6914178,110.271878,111.0549891,108.6530855,110.2132743,110.9933686,107.5963034,107.7484058,105.7305686,107.2016435,,,,,,,,,,,,,,,,,
10/17/2019,107.4087453,115.0569529,109.169586,110.8202672,111.6025302,108.9792926,110.5304933,111.2984918,108.9383869,110.4680284,111.2328491,107.8827962,108.1090158,106.0185335,107.5179087,,,,,,,,,,,,,,,,,
10/18/2019,106.9385885,115.2019197,108.8148041,110.5850647,111.4285803,108.6229008,110.2925001,111.1214354,108.5912547,110.2439209,111.0702541,108.1408551,108.4102147,105.765935,107.287531,,,,,,,,,,,,,,,,,
10/21/2019,107.663527,114.9391649,109.3552927,110.9339697,111.6791942,109.1651275,110.6445951,111.3756826,109.1186546,110.5737821,111.3013459,108.5403726,108.808503,106.3744278,108.3843508,,,,,,,,,,,,,,,,,
10/22/2019,107.3118235,115.1385051,109.1074399,110.7934951,111.5936267,108.9154334,110.5010142,111.2866967,108.8771599,110.4424962,111.2251643,108.8088504,109.1023465,106.3441501,108.828537,,,,,,,,,,,,,,,,,
10/23/2019,107.624062,115.2019197,109.373429,111.011325,111.7867063,109.1818209,110.7195934,111.4806375,109.1396335,110.6552051,111.4129908,109.2694746,109.5666485,106.6787621,109.5091006,,,,,,,,,,,,,,,,,
10/24/2019,107.7998903,115.4556491,109.5645564,111.2179422,112.0011245,109.372381,110.9253122,111.6940951,109.3310421,110.8621938,111.6277697,109.6375585,109.9407918,106.8848519,109.1184035,,,,,,,,,,,,,,,,,
10/25/2019,108.2413539,115.2562852,109.8856704,111.4144004,112.1337594,109.6952592,111.1248104,111.8301057,109.6443402,111.0473264,111.7488196,108.7148377,109.0061209,107.1386605,109.6323485,,,,,,,,,,,,,,,,,
10/28/2019,108.8514608,114.9120019,110.3155224,111.6580727,112.2823047,110.1286903,111.3744577,111.9851962,110.063569,111.2756772,111.8817314,108.0468663,108.0102432,107.3151027,109.9921192,,,,,,,,,,,,,,,,,
10/29/2019,108.8191809,114.6129164,110.2319267,111.5219588,112.1195355,110.0467402,111.2409881,111.8252741,109.977928,111.1366751,111.7160487,107.7855051,108.0724547,107.4818407,110.7502784,,,,,,,,,,,,,,,,,
10/30/2019,109.1529393,115.0206855,110.5808363,111.8858965,112.490925,110.3947244,111.6034903,112.1951438,110.3264885,111.5000378,112.0868124,108.4788737,108.8478112,107.7420731,110.1803673,,,,,,,,,,,,,,,,,
10/31/2019,108.8622208,115.7184039,110.4793763,111.978579,112.6823069,110.2874543,111.6867986,112.3764132,110.2334574,111.604694,112.2903123,108.7148167,109.1481103,107.3638662,109.801738,,,,,,,,,,,,,,,,,
11/1/2019,109.8706928,115.83196,111.3198216,112.6449382,113.2595255,111.1308617,112.3581795,112.9591696,111.0629462,112.2551997,112.8513264,108.9023291,108.9752731,108.3602785,111.2172818,,,,,,,,,,,,,,,,,
11/4/2019,110.3121564,115.2868416,111.5728739,112.7044566,113.2205593,111.3834844,112.4175464,112.9203068,111.3070935,112.3020305,112.799499,108.2022687,108.2747438,108.7158379,112.6292065,,,,,,,,,,,,,,,,,
11/5/2019,110.1901397,114.6235791,111.3457659,112.3702967,112.8322551,111.1574827,112.0853304,112.5341772,111.0768276,111.9635155,112.4068594,107.7489046,107.7421454,108.6361652,112.5529378,,,,,,,,,,,,,,,,,
11/6/2019,110.2152581,115.2686564,111.4913974,112.6386244,113.1626135,111.3015872,112.3510352,112.8616287,111.2259377,112.2366174,112.7419572,107.9941064,108.0230301,108.6574105,112.106505,,,,,,,,,,,,,,,,,
11/7/2019,110.6028281,114.3691773,111.6310426,112.524697,112.9200582,111.4426047,112.2398405,112.6222756,111.3560979,112.1093678,112.4860027,107.9740396,107.497239,108.8284576,113.0274211,,,,,,,,,,,,,,,,,
11/8/2019,110.8756367,114.2147581,111.821174,112.6304549,112.983089,111.6337245,112.3473162,112.6872195,111.543461,112.2112853,112.5451974,108.1365777,107.4428665,108.9490234,113.1354886,,,,,,,,,,,,,,,,,
11/11/2019,110.6638716,114.2510888,111.657431,112.5157155,112.8931633,111.4693405,112.2314769,112.5960754,111.381315,112.0987585,112.4574802,107.9909065,107.0947452,108.6832669,112.66851,,,,,,,,,,,,,,,,,
11/12/2019,110.8971567,114.3601046,111.8670429,112.7009728,113.0660156,111.6790274,112.4169155,112.7691528,111.5897463,112.2823358,112.6286306,108.2500867,107.3999036,108.893957,112.7520302,,,,,,,,,,,,,,,,,
11/13/2019,110.9330233,114.6326915,111.949316,112.8302957,113.2190508,111.7603545,112.5446875,112.9205034,111.6729569,112.4128906,112.7828574,108.3029483,108.3857203,108.9622073,112.3930085,,,,,,,,,,,,,,,,,
11/14/2019,111.0945401,115.232302,112.1968281,113.1649363,113.5975815,112.006105,112.876443,113.2959016,111.9220925,112.7496449,113.163421,108.317695,108.537099,109.1534604,112.3725806,,,,,,,,,,,,,,,,,
11/15/2019,111.8984437,115.2504871,112.8498733,113.6634111,114.0175531,112.6600936,113.3767614,113.7180194,112.5688524,113.2392611,113.5744654,108.9380003,108.9916927,109.7692969,113.4274075,,,,,,,,,,,,,,,,,
11/18/2019,111.980972,115.377688,112.9413676,113.7638888,114.1225188,112.7512812,113.4767539,113.8224665,112.6603152,113.3396584,113.67933,109.150717,109.3059747,109.7434051,112.7460129,,,,,,,,,,,,,,,,,
11/19/2019,111.948692,115.604824,112.9597901,113.8337961,114.2184027,112.7687445,113.5450771,113.9166242,112.6799184,113.4111448,113.776758,109.2257544,109.2131205,109.5202122,112.3629984,,,,,,,,,,,,,,,,,
11/20/2019,111.5323585,115.7683556,112.6556731,113.6442001,114.0868006,112.4632365,113.3530724,113.7823438,112.3795579,113.2267573,113.650357,108.9417059,109.3703204,109.3001067,112.223594,,,,,,,,,,,,,,,,,
11/21/2019,111.3529318,115.4958162,112.4576437,113.4274902,113.8607422,112.2657531,113.1372326,113.5572185,112.1815087,113.0100855,113.424374,108.5346787,108.9144291,109.1945614,112.8707027,,,,,,,,,,,,,,,,,
11/22/2019,111.6005636,115.8137828,112.719635,113.7037463,114.1440791,112.5271431,113.4125479,113.8395552,112.4432074,113.2858513,113.7071732,108.5964822,108.8774428,109.4260382,112.9433631,,,,,,,,,,,,,,,,,
11/25/2019,112.4654755,116.2135785,113.4963257,114.389478,114.7834072,113.3037227,114.0983664,114.4791077,113.2150961,113.9647167,114.339527,109.5040134,109.2153638,110.0881641,113.6691995,,,,,,,,,,,,,,,,,
11/26/2019,112.7203157,116.5134155,113.7606318,114.6630502,115.061527,113.5674668,114.3710703,114.7563099,113.4789357,114.2375556,114.6168656,109.5841182,109.5770741,110.3237636,113.4810836,,,,,,,,,,,,,,,,,
11/27/2019,113.2227643,116.5043189,114.1645241,114.9661344,115.3134776,113.9722905,114.6758352,115.0101606,113.8790752,114.5353861,114.8635416,110.0610485,109.9157103,110.7295955,113.9221697,,,,,,,,,,,,,,,,,
11/29/2019,112.8028675,116.2680627,113.7795103,114.6170622,114.9827317,113.5871867,114.3265248,114.6791122,113.4959065,114.1889456,114.5354651,109.8030651,109.7537765,110.3369626,113.2674161,,,,,,,,,,,,,,,,,
12/2/2019,111.8446321,115.7633881,112.9075104,113.833871,114.2448076,112.7149675,113.5427511,113.9404474,112.6283833,113.4121345,113.8040101,108.8892331,108.9416162,109.5337868,112.7231429,,,,,,,,,,,,,,,,,
12/3/2019,111.0945401,116.6561912,112.4758897,113.72698,114.3022588,112.279325,113.4289178,113.990189,112.2068703,113.3192005,113.8753656,108.3336997,108.7288939,108.7734049,111.8379949,,,,,,,,,,,,,,,,,
12/4/2019,111.7799902,116.5012894,113.0011979,114.0875905,114.5789916,112.8042515,113.7893966,114.2670181,112.72425,113.6685099,114.1406398,109.0606473,109.4266819,109.5198152,112.8261732,,,,,,,,,,,,,,,,,
12/5/2019,111.980972,116.3737326,113.138995,114.1607033,114.6192727,112.9424051,113.8632232,114.3081372,112.8595241,113.7380762,114.1773523,109.1981048,109.6502896,109.650628,112.8379401,,,,,,,,,,,,,,,,,
12/6/2019,113.0038258,116.3099541,113.953339,114.7613354,115.1113405,113.7578355,114.4660837,114.802842,113.6650514,114.3262771,114.65689,109.8458292,109.9592675,110.5829394,114.1913622,,,,,,,,,,,,,,,,,
12/9/2019,112.6485357,116.2917848,113.6631584,114.537675,114.9213914,113.466857,114.2410336,114.611344,113.3771855,114.1058353,114.4701603,109.451468,109.6013834,110.2934887,113.8053876,,,,,,,,,,,,,,,,,
12/10/2019,112.5229206,116.2917848,113.5617612,114.461042,114.8573166,113.3652124,114.1639582,114.546771,113.2766935,114.0304663,114.4073527,109.4363801,109.5598402,110.2039348,113.7377173,,,,,,,,,,,,,,,,,
12/11/2019,112.8423441,116.7472671,113.9086171,114.8353219,115.2452736,113.7110813,114.5366803,114.9330651,113.6233287,114.4043133,114.7948056,109.6252141,109.9550556,110.5130149,113.9945726,,,,,,,,,,,,,,,,,
12/12/2019,113.8149378,116.2097501,114.5891548,115.217699,115.4766252,114.3949402,114.9248896,115.1709389,114.2939003,114.7728627,115.012344,110.4477132,110.1148308,111.4863648,115.5797347,,,,,,,,,,,,,,,,,
12/13/2019,113.8831195,116.9659235,114.7931968,115.5589995,115.8869152,114.5952079,115.2601231,115.5746976,114.4996803,115.1162411,115.4245215,110.644081,110.8236768,111.4952933,114.9641135,,,,,,,,,,,,,,,,,
12/16/2019,114.6654914,116.7017449,115.3722419,115.9309302,116.1541134,115.1775928,115.6376717,115.8480666,115.0727421,115.4799928,115.6836182,111.516937,111.8914238,112.2414979,116.0576975,,,,,,,,,,,,,,,,,
12/17/2019,114.6906215,116.6106532,115.374459,115.9099786,116.1215094,115.1804485,115.6177472,115.8165686,115.0746278,115.4586342,115.6506374,111.5025781,111.9726595,112.3342144,116.0986444,,,,,,,,,,,,,,,,,
12/18/2019,114.6977713,116.5286422,115.3639847,115.8817068,116.0842955,115.1704975,115.5903136,115.7802555,115.0639455,115.4301197,115.6132068,111.5262592,112.1533714,112.3144663,116.2464413,,,,,,,,,,,,,,,,,
12/19/2019,115.16794,116.6437092,115.7650877,116.2124912,116.3795357,115.5730259,115.923448,116.0780546,115.4630938,115.7582477,115.9058246,111.9336942,112.5221029,112.6473156,116.5198074,,,,,,,,,,,,,,,,,
12/20/2019,115.6728617,116.6072124,116.1638751,116.5036472,116.6164454,115.9745931,116.2190991,116.3198163,115.8597318,116.0466019,116.140037,112.6360053,113.2569639,113.2558952,117.3558476,,,,,,,,,,,,,,,,,
12/23/2019,115.8495339,116.6619892,116.3167266,116.6323031,116.7328927,116.1280627,116.3487559,116.4373447,116.0120249,116.174516,116.2557615,112.5208125,112.7442874,113.3314806,118.0228782,,,,,,,,,,,,,,,,,
12/24/2019,115.8531791,116.7807264,116.3433317,116.6819878,116.7941339,116.153796,116.3970631,116.4971148,116.0386886,116.224198,116.3169528,112.5443124,112.8647259,113.3722541,117.9993539,,,,,,,,,,,,,,,,,
12/26/2019,116.4699084,116.9907926,116.8806584,117.1386281,117.2100482,116.6931464,116.8569849,116.9165757,116.5740852,116.6782621,116.7303505,112.868568,113.254904,113.8038704,118.1336832,,,,,,,,,,,,,,,,,
12/27/2019,116.4410511,117.1552101,116.8903437,117.1870643,117.2778907,116.7013446,116.9030732,116.9819113,116.5838829,116.7267147,116.7981306,113.0100987,113.4959968,113.7799655,117.9767374,,,,,,,,,,,,,,,,,
12/30/2019,115.7991097,117.3653396,116.4167399,116.8835065,117.059788,116.2222216,116.5907192,116.7543771,116.1123556,116.4256016,116.5822246,112.4939971,113.1751516,113.3050166,117.3638354,,,,,,,,,,,,,,,,,
12/31/2019,116.0803927,116.8811915,116.5469195,116.8609926,116.9605168,116.3569292,116.5754586,116.6629017,116.2405525,116.4007122,116.4807921,112.7922128,113.5318861,113.635365,117.7198304,,,,,,,,,,,,,,,,,
1/2/2020,117.1659427,117.1278415,117.4680387,117.6153455,117.6308158,117.2826577,117.337236,117.3412006,117.1583224,117.1507022,117.1468921,113.1868609,113.3578364,114.0968305,118.642936,,,,,,,,,,,,,,,,,
1/3/2020,116.2787489,117.5297492,116.8370687,117.2424197,117.3872757,116.6418814,116.9488099,117.0811041,116.528949,116.779149,116.904249,112.3578122,113.0096375,113.3450729,117.8442455,,,,,,,,,,,,,,,,,
1/6/2020,116.7223693,117.1369775,117.1155776,117.3540732,117.4150527,116.925482,117.0686112,117.1176341,116.8052909,116.8882126,116.9296734,112.6632372,113.1847478,113.5566095,118.5036223,,,,,,,,,,,,,,,,,
1/7/2020,116.3941784,116.8355349,116.7918629,117.0352924,117.0989043,116.6020762,116.7502776,116.8019427,116.4824497,116.570721,116.6148566,112.4626098,112.9276405,113.2360745,118.2596216,,,,,,,,,,,,,,,,,
1/8/2020,117.014506,116.6711174,117.2569494,117.3436597,117.328552,117.0724813,117.0671061,117.0406554,116.9458283,116.8771506,116.8428117,113.2484229,113.3690816,113.5576489,117.9851156,,,,,,,,,,,,,,,,,
1/9/2020,117.8079192,117.2282749,118.0049861,118.0451944,118.0064718,117.821401,117.7701112,117.7201831,117.6919904,117.5760615,117.5180971,114.1987939,114.2329269,114.2583917,118.6525528,,,,,,,,,,,,,,,,,
1/10/2020,117.4689098,117.5571336,117.7995324,117.9738392,118.0022023,117.6101851,117.6896989,117.7062649,117.4865545,117.5041993,117.5130217,114.1280953,114.2656479,113.9058112,118.2257071,,,,,,,,,,,,,,,,,
1/13/2020,118.2767868,117.2739789,118.3909054,118.3469856,118.2658613,118.209567,118.0755342,117.9834921,118.0762252,117.8756637,117.7753829,114.9639192,115.2031295,114.5958293,118.2256493,,,,,,,,,,,,,,,,,
1/14/2020,118.0964459,117.420148,118.2760057,118.2977195,118.2494019,118.0916869,118.0215941,117.9620589,117.9611863,117.8259268,117.758297,114.8278154,115.1972181,114.5779731,118.4583067,,,,,,,,,,,,,,,,,
1/15/2020,118.3633589,117.6758471,118.5413733,118.5611842,118.5117836,118.3567307,118.2845799,118.2239456,118.2258565,118.0883542,118.019603,115.5642369,116.1583149,114.9371363,118.4185922,,,,,,,,,,,,,,,,,
1/16/2020,119.3479433,117.84032,119.363362,119.2192063,119.0875138,119.1849919,118.9525214,118.810273,119.0464186,118.744894,118.5941316,116.5261428,117.083475,115.7626612,119.0429492,,,,,,,,,,,,,,,,,
1/17/2020,119.7194085,117.8220399,119.6568693,119.4344475,119.2636043,119.4820649,119.1733538,118.9923133,119.3399348,118.9604611,118.7707242,117.0982787,117.7767322,116.0623795,118.9295263,,,,,,,,,,,,,,,,,
1/21/2020,119.4849982,118.3883572,119.5844663,119.523763,119.4334685,119.4010524,119.2492568,119.1479494,119.26567,119.0463418,118.9366777,117.4746901,118.3402134,115.6713631,117.6611771,,,,,,,,,,,,,,,,,
1/22/2020,119.4994151,118.4522938,119.608926,119.5582359,119.4729244,119.4249866,119.2829104,119.1865359,119.2899909,119.0805666,118.9758545,117.7915734,118.6811884,115.6270289,117.1248998,,,,,,,,,,,,,,,,,
1/23/2020,119.6364231,118.6075911,119.7499955,119.70318,119.6197309,119.565649,119.4272323,119.3326884,119.4306567,119.2248903,119.1220071,118.236824,119.3577728,115.8232242,117.2010837,,,,,,,,,,,,,,,,,
1/24/2020,118.5725337,118.8085212,118.9386491,119.1456047,119.1891828,118.7433306,118.8524084,118.8837641,118.6197312,118.6669287,118.6905275,117.785957,119.1715576,114.8928091,115.9170766,,,,,,,,,,,,,,,,,
1/27/2020,116.671863,119.0368833,117.4591401,118.0912946,118.348452,117.249173,117.7747926,118.0180639,117.1448671,117.6178711,117.8543732,116.2296666,118.0303165,113.2394963,113.8208054,,,,,,,,,,,,,,,,,
1/28/2020,117.8945148,118.9729308,118.4312406,118.8084327,118.9367714,118.2262416,118.5001784,118.615391,118.110198,118.3258812,118.4337228,117.2282066,119.028757,114.1721989,114.4249867,,,,,,,,,,,,,,,,,
1/29/2020,117.7971007,119.3565743,118.4293339,118.9027764,119.0793972,118.2210311,118.5892619,118.7523791,118.1089954,118.4208901,118.5768375,117.4548055,119.1805283,114.1288341,114.1238609,,,,,,,,,,,,,,,,,
1/30/2020,118.1793962,119.4296707,118.7513175,119.1634341,119.3090891,118.5444013,118.852194,118.9845418,118.4294511,118.679506,118.8045335,118.5236762,120.3235662,114.611432,114.1947667,,,,,,,,,,,,,,,,,
1/31/2020,116.03352,119.740202,117.0880622,117.9891232,118.3810035,116.8675962,117.656006,118.0328582,116.7748564,117.5161928,117.886861,116.9292117,118.7448046,112.6747777,111.3675082,,,,,,,,,,,,,,,,,
2/3/2020,116.8954665,119.6458751,117.7654388,118.4778284,118.7740677,117.5469626,118.1482834,118.4299524,117.4455482,117.9956299,118.2706708,117.5794539,119.4393347,113.3237682,111.2045279,,,,,,,,,,,,,,,,,
