Date,100 SPY,100 LQD,80-20 SPYxLQD - Daily,60-40 SPYxLQD - Daily,50-50 SPYxLQD - Daily,80-20 SPYxLQD - Monthly,60-40 SPYxLQD - Monthly,50-50 SPYxLQD - Monthly,80-20 SPYxLQD - Yearly,60-40 SPYxLQD - Yearly,50-50 SPYxLQD - Yearly,Fast Algo - Daily,Fast Algo - Monthly,Fast Algo - Yearly,Round Robin - Daily,,,,,,,,,,,,,,,,,
3/31/2021,146.0846123,122.6063315,142.6551453,138.5199583,136.2089705,141.8799853,137.3882389,135.0479838,141.3889561,136.6933,134.3454719,146.206578,155.0430936,136.37294,179.542259,,,,,,,,,,,,,,,,,
4/1/2021,147.6621673,123.3752638,144.0664956,139.7649714,137.3715459,143.2873583,138.6284812,136.2062002,142.8047866,137.9474059,135.5187156,147.5908184,157.1087084,137.3717496,179.0176545,,,,,,,,,,,,,,,,,
4/5/2021,149.781589,122.7707016,145.5795548,140.6946645,138.0208318,144.7922346,139.5506146,136.8499781,144.3794115,138.977234,136.2761453,148.5777425,158.1592776,138.9492397,180.8494804,,,,,,,,,,,,,,,,,
4/6/2021,149.6931532,123.5924885,145.7056835,141.0215279,138.4420191,144.9144659,139.870154,137.2628168,144.4730203,139.2528874,136.6428209,148.388654,157.9452313,138.9649654,181.1888285,,,,,,,,,,,,,,,,,
4/7/2021,149.8663794,123.3469064,145.7826686,141.007357,138.3845779,144.9918975,139.8573535,137.207149,144.5624848,139.2585902,136.6066429,147.7605564,157.4307283,138.6887665,180.8314991,,,,,,,,,,,,,,,,,
4/8/2021,150.5777449,123.8002845,146.4434225,141.6162624,138.9673361,145.6494395,140.461833,137.7855017,145.2222528,139.8667608,137.1890147,147.7740447,157.3902955,139.0632687,180.9394262,,,,,,,,,,,,,,,,,
4/9/2021,151.6724725,123.5452737,147.2348283,142.1173243,139.3293686,146.440041,140.9638702,138.1496339,146.0470327,140.421593,137.6088731,148.9433645,158.5444688,139.9221275,181.4312203,,,,,,,,,,,,,,,,,
4/12/2021,151.7277844,123.5169163,147.2710242,142.1353726,139.3387838,146.4763927,140.9822816,138.1594909,146.0856108,140.4434372,137.6223503,149.4204137,158.9494951,140.1520358,181.8734023,,,,,,,,,,,,,,,,,
4/13/2021,152.1774528,124.0647874,147.7508392,142.6402985,139.8542849,146.9527284,141.4818192,138.6693066,146.5549197,140.9323867,138.1211201,148.6675579,158.129911,140.4658634,182.5207792,,,,,,,,,,,,,,,,,
4/14/2021,151.6577508,123.8947934,147.3066818,142.269841,139.5196619,146.5097986,141.1126702,138.3357788,146.1051593,140.5525678,137.7762721,149.1325209,159.2277409,140.5542935,182.7314299,,,,,,,,,,,,,,,,,
4/15/2021,153.2869256,124.6598972,148.7545652,143.5382675,140.69985,147.9522417,142.3742515,139.5095057,147.5615199,141.8361142,138.9734114,149.6393782,159.6506955,141.7852438,184.9352601,,,,,,,,,,,,,,,,,
4/16/2021,153.7992667,123.8098003,148.9494378,143.4345882,140.4552459,148.1525116,142.2807711,139.2765488,147.8013734,141.8034801,138.8045335,150.5020744,160.3981869,142.5182685,186.2499327,,,,,,,,,,,,,,,,,
4/19/2021,153.0436306,123.4885431,148.2866934,142.8628888,139.9279843,147.4912914,141.7107364,138.7507089,147.1326131,141.2215956,138.2660868,149.8895175,159.8406502,141.8022914,185.7110879,,,,,,,,,,,,,,,,,
4/20/2021,151.92314,123.724736,147.4748876,142.3446165,139.5495694,146.6763191,141.1857294,138.3643071,146.2834592,140.6437784,137.823938,148.0847759,157.459849,140.8972428,187.0756541,,,,,,,,,,,,,,,,,
4/21/2021,153.3606396,124.1498201,148.6925523,143.3483597,140.4495066,147.8909856,142.1865184,139.2619409,147.5184757,141.6763118,138.7552298,149.6394493,159.7526211,142.297205,187.5991035,,,,,,,,,,,,,,,,,
4/22/2021,151.9599912,124.2725834,147.635547,142.6195352,139.8775818,146.83218,141.4527191,138.6837147,146.4225096,140.8850281,138.1162873,148.2145118,158.124396,140.9230971,186.4106746,,,,,,,,,,,,,,,,,
4/23/2021,153.6075798,124.3765131,148.9408021,143.5950347,140.6943659,148.1353408,142.427506,139.5009663,147.7613665,141.9151531,138.9920464,149.9153091,160.3976174,142.2619711,186.576092,,,,,,,,,,,,,,,,,
4/26/2021,153.9282692,124.3198458,149.1759875,143.7487369,140.8091801,148.3711288,142.5826788,139.6175908,148.0065845,142.0848998,139.1240575,150.0422964,160.7437309,142.3032468,185.3126387,,,,,,,,,,,,,,,,,
4/27/2021,153.8950985,123.7624905,149.0165119,143.4723668,140.4783679,148.2159166,142.3134889,139.2946323,147.8685769,141.8420553,138.8287945,150.5891826,161.7546406,142.3082766,184.4360546,,,,,,,,,,,,,,,,,
4/28/2021,153.850863,123.7814113,148.9868017,143.4563967,140.4689165,148.1859716,142.2970754,139.2846747,147.8369727,141.8230823,138.8161371,150.9552726,162.5383413,142.3800961,184.2109319,,,,,,,,,,,,,,,,,
4/29/2021,154.8313333,123.6302905,149.7100009,143.9348768,140.830764,148.9120068,142.7814459,139.6534577,148.5911248,142.3509162,139.2308119,152.4876574,164.2960397,143.1800794,185.1779059,,,,,,,,,,,,,,,,,
4/30/2021,153.8140002,123.8853251,148.9848213,143.4862028,140.513352,148.181492,142.3230152,139.3250336,147.8282651,141.8425301,138.8496626,151.0738454,162.6162673,142.3995997,185.5334346,,,,,,,,,,,,,,,,,
5/3/2021,154.1457425,124.1834692,149.3135927,143.8100098,140.8339606,148.5082756,142.6438852,139.6426116,148.1532879,142.1608332,139.1646059,152.5279204,164.4742013,143.2737586,186.7342026,,,,,,,,,,,,,,,,,
5/4/2021,153.1947743,124.2591839,148.5948741,143.3127596,140.4424718,147.7876275,142.1422415,139.2458111,147.4076562,141.6205381,138.7269791,153.3619905,165.5361385,142.9506815,186.2474439,,,,,,,,,,,,,,,,,
5/5/2021,153.2426901,124.4105973,148.6682692,143.4095069,140.550002,147.8599947,142.2372854,139.3514905,147.4762716,141.709853,138.8266437,154.4773502,167.0622314,143.2401094,185.2679316,,,,,,,,,,,,,,,,,
5/6/2021,154.4664319,124.6472412,149.6745958,144.2057502,141.2448647,148.8649507,143.0329711,140.0465183,148.5025938,142.5387556,139.5568365,155.9593382,168.668076,144.3606526,186.6177691,,,,,,,,,,,,,,,,,
5/7/2021,155.5906264,124.694543,150.5574116,144.8573507,141.7856494,149.7486482,143.6874821,140.5911174,149.4114097,143.232193,140.1425847,157.318132,170.277775,145.4469083,187.2358357,,,,,,,,,,,,,,,,,
5/10/2021,154.0499225,124.0225559,149.202448,143.6844404,140.7016018,148.3965139,142.5175874,139.5095945,148.0444492,142.0389759,139.0362392,157.1652715,170.1413283,144.80171,188.4266001,,,,,,,,,,,,,,,,,
5/11/2021,152.6750605,123.5682681,148.0278645,142.7045057,139.8160451,147.2236895,141.538956,138.6247292,146.853702,141.0323436,138.1216643,155.3962838,167.8875069,143.3387249,186.429981,,,,,,,,,,,,,,,,,
5/12/2021,149.4314562,122.8963205,145.3509742,140.5750355,137.9506884,144.5496057,139.409847,136.7578353,144.124429,138.8174019,136.1638883,152.5531508,165.1081418,140.4996514,183.5630899,,,,,,,,,,,,,,,,,
5/13/2021,151.2264845,123.3600449,146.8574743,141.8003931,139.0395114,146.0507966,140.6293965,137.841694,145.6531966,140.0799087,137.2932647,154.5930755,167.3507926,142.2263286,186.1563781,,,,,,,,,,,,,,,,,
5/14/2021,153.5486227,124.0320162,148.8215081,143.4157994,140.4857033,148.0095532,142.2394606,139.2836126,147.6453014,141.7419801,138.7903195,156.9738886,170.0336779,144.151953,187.0447942,,,,,,,,,,,,,,,,,
5/17/2021,153.1579231,123.8900553,148.4845041,143.1311906,140.226576,147.6732792,141.9555775,139.0250561,147.3043495,141.450776,138.5239892,157.7141174,170.7138849,144.1339534,186.329905,,,,,,,,,,,,,,,,,
5/18/2021,151.8383613,123.4830693,147.3635104,142.2032082,139.3921752,146.5543714,141.0293562,138.1918065,146.1673029,140.4962445,137.6607153,155.4778475,168.2146877,142.9164247,186.1475841,,,,,,,,,,,,,,,,,
5/19/2021,151.4402657,123.2654174,147.0024711,141.8792487,139.0865967,146.1947746,140.7072874,137.8880575,145.8052961,140.1703264,137.3528416,153.7325714,166.52359,142.0619527,184.3937725,,,,,,,,,,,,,,,,,
5/20/2021,153.0694639,124.1077388,148.4685413,143.1828598,140.3099621,147.6551718,142.0035876,139.1044192,147.2771189,141.4847739,138.5886014,153.8405,166.6754832,143.1222021,185.4042182,,,,,,,,,,,,,,,,,
5/21/2021,152.9441185,124.1929375,148.3916635,143.1518276,140.3006743,147.5776562,141.9712741,139.0936384,147.1938823,141.4436461,138.568528,154.7121591,167.61725,143.288827,185.8627416,,,,,,,,,,,,,,,,,
5/24/2021,154.5032948,124.5336455,149.6832957,144.1845251,141.208265,148.8671814,143.0026797,140.000815,148.5093649,142.5154351,139.5184701,155.7223964,168.7454272,144.2875888,186.5512173,,,,,,,,,,,,,,,,,
5/25/2021,154.1604877,124.9974095,149.5290898,144.2073554,141.3145409,148.7087834,143.018019,140.0987069,148.327872,142.4952564,139.5789486,154.372428,167.3269858,143.5847019,184.5523628,,,,,,,,,,,,,,,,,
5/26/2021,154.4664319,124.9311552,149.7506407,144.3484957,141.4173146,148.9308979,143.1605771,140.2032388,148.5593766,142.6523212,139.6987936,154.7116611,167.8555112,143.8052599,184.9806044,,,,,,,,,,,,,,,,,
5/27/2021,154.5475185,124.5525425,149.7227635,144.2189775,141.2401452,148.9059016,143.036084,140.0316426,148.5485233,142.5495281,139.5500305,156.1208599,169.5875681,144.0677063,184.2305731,,,,,,,,,,,,,,,,,
5/28/2021,154.8239725,124.6566936,149.962062,144.4220029,141.4255228,149.1447044,143.2386196,140.216637,148.7905167,142.7570609,139.740333,156.2067126,169.6895843,144.3246401,184.8104231,,,,,,,,,,,,,,,,,
6/1/2021,154.6876092,124.67283,149.8602795,144.3531599,141.3723951,149.042594,143.1690597,140.1626523,148.6846533,142.6816975,139.6802196,157.7181443,171.4822178,144.5225399,186.5950933,,,,,,,,,,,,,,,,,
6/2/2021,154.9308455,124.8719646,150.0966691,144.5815792,141.5964487,149.2776937,143.3956053,140.3847886,148.9190693,142.9072931,139.901405,157.5796418,171.3316283,144.7003866,188.3094419,,,,,,,,,,,,,,,,,
6/3/2021,154.355855,124.3788544,149.5324854,144.0312535,141.0541203,148.7165882,142.8497936,139.8471008,148.3604549,142.3650548,139.3673547,157.660713,171.4058861,144.5515037,189.245882,,,,,,,,,,,,,,,,,
6/4/2021,155.7675682,125.2607496,150.8386138,145.2301205,142.1992138,150.0156004,144.0388416,140.9824109,149.6662045,143.5648407,140.5141589,158.1551178,171.9256274,145.3813065,189.792282,,,,,,,,,,,,,,,,,
6/7/2021,155.6164245,125.1564244,150.6963994,145.0971864,142.0710085,149.8741545,143.9069871,140.8552917,149.5244245,143.4324245,140.3864245,157.0084316,170.5512542,144.9642378,189.5298986,,,,,,,,,,,,,,,,,
6/8/2021,155.6495953,125.6305822,150.8362803,145.335625,142.3552697,150.013091,144.1432087,141.1368542,149.6457927,143.64199,140.6400887,157.0101048,170.7358961,144.9080246,189.0052444,,,,,,,,,,,,,,,,,
6/9/2021,155.4173885,126.0858113,150.7655721,145.4161856,142.5069988,149.9429472,144.2233656,141.287547,149.5510731,143.6847576,140.7515999,155.6379326,169.2169533,144.5280723,188.8714694,,,,,,,,,,,,,,,,,
6/10/2021,156.1398421,126.6547547,151.4622974,146.0842311,143.1597397,150.6358495,144.8859004,141.9346707,150.2428247,144.3458072,141.3972984,154.7338554,167.9852864,144.8659822,190.754838,,,,,,,,,,,,,,,,,
6/11/2021,156.3978471,126.759072,151.6874679,146.2771926,143.3369736,150.8596627,145.0770936,142.110199,150.470092,144.542337,141.5784595,154.9167187,168.5813616,145.183431,190.484176,,,,,,,,,,,,,,,,,
6/14/2021,156.7480033,126.2944141,151.8479487,146.259209,143.2347174,151.0184682,145.0581056,142.0076432,150.6572855,144.5665676,141.5212087,153.8893483,167.1037336,144.9649993,190.6389139,,,,,,,,,,,,,,,,,
6/15/2021,156.4605198,126.3892473,151.6479556,146.1421909,143.1571443,150.8195484,144.9420207,141.9307063,150.4462653,144.4320108,141.4248835,154.3193083,167.6130294,144.9887807,190.6987601,,,,,,,,,,,,,,,,,
6/16/2021,155.5869577,126.0288829,150.8841253,145.4859459,142.5534148,150.0600409,144.2913815,141.3323698,149.6753427,143.7637278,140.8079203,153.2929506,166.5172532,143.9679974,188.6526935,,,,,,,,,,,,,,,,,
6/17/2021,155.535338,126.7306117,151.0121023,145.7810111,142.9266357,150.1880312,144.5850503,141.7034405,149.7743927,144.0134475,141.1329748,150.4293621,162.4972135,143.1540401,189.704742,,,,,,,,,,,,,,,,,
6/18/2021,153.4371081,127.3944041,149.5405294,144.9064568,142.336881,148.7294126,143.7247656,141.1259683,148.2285673,143.0200265,140.4157561,147.7807907,159.3444463,140.8985243,186.219732,,,,,,,,,,,,,,,,,
6/21/2021,155.6337132,126.6547547,151.0795409,145.8146154,142.9425255,150.2457224,144.6048358,141.7053686,149.8379215,144.0421298,141.1442339,150.8686076,163.1805523,143.2276312,188.4816364,,,,,,,,,,,,,,,,,
6/22/2021,156.4657709,126.8633734,151.7754788,146.3784239,143.4423527,150.9369566,145.1627233,142.199602,150.5452914,144.6248119,141.6645721,151.2517724,163.6107253,143.7348122,188.3282134,,,,,,,,,,,,,,,,,
6/23/2021,156.2771666,126.6642151,151.5814649,146.1806392,143.2433073,150.7439618,144.9665052,142.0022035,150.3545763,144.431986,141.4706908,151.0235208,163.3740693,143.4386468,187.0106206,,,,,,,,,,,,,,,,,
6/24/2021,157.2016452,126.9108334,152.3578519,146.8133368,143.8064439,151.5155201,145.593171,142.5596687,151.1434828,145.0853205,142.0562393,152.2365235,164.724279,144.2314299,187.5800911,,,,,,,,,,,,,,,,,
6/25/2021,157.7600503,126.5788819,152.711109,146.9726357,143.8737834,151.8665742,145.7507859,142.6260573,151.5238166,145.2875829,142.1694661,153.126725,165.6077983,144.9361404,189.0158516,,,,,,,,,,,,,,,,,
6/28/2021,158.078079,127.1194125,153.087814,147.4014524,144.3259937,152.2409501,146.1756834,143.0739845,151.8863457,145.6946124,142.5987458,151.9933725,164.3934647,144.7907415,189.569092,,,,,,,,,,,,,,,,,
6/29/2021,158.163139,127.2711503,153.190261,147.5194205,144.4509621,152.3427945,146.2926188,143.1978161,151.9847413,145.8063435,142.7171447,151.7931615,163.9991257,144.5726046,188.3378627,,,,,,,,,,,,,,,,,
6/30/2021,158.296279,127.4133723,153.3276613,147.6598682,144.5924707,152.479424,146.4318831,143.3380814,152.1196977,145.9431163,142.8548257,152.3028895,164.9176015,144.9925111,188.6673592,,,,,,,,,,,,,,,,,
7/1/2021,159.1726776,127.3022683,153.9800332,148.0988711,144.9296928,153.1283926,146.8675317,143.6726804,152.7985958,146.4245139,143.237473,153.5597354,166.2251448,145.8795081,189.7241357,,,,,,,,,,,,,,,,,
7/2/2021,160.3893399,127.6632733,155.0089419,148.9460739,145.6890862,154.1516106,147.7076906,144.4254873,153.8441266,147.2989133,144.0263066,154.1330799,166.845778,146.5772242,190.5843639,,,,,,,,,,,,,,,,,
7/6/2021,160.0971914,128.1288013,154.8961124,149.0005456,145.8220299,154.038761,147.7607828,144.5563338,153.7035134,147.3098353,144.1129963,152.7612755,165.1475348,145.7199144,190.5294233,,,,,,,,,,,,,,,,,
7/7/2021,160.6629925,128.5658611,155.4397214,149.5197984,146.328412,154.5793591,148.2757121,145.0583176,154.2435662,147.8241399,144.6144268,153.3748702,165.7657241,146.3231771,191.6831226,,,,,,,,,,,,,,,,,
7/8/2021,159.3538976,128.6323131,154.4425617,148.8197318,145.7700807,153.5878383,147.5816424,144.5050077,153.2095807,147.0652638,143.9931053,151.8325788,163.8860012,145.0558893,190.9064974,,,,,,,,,,,,,,,,,
7/9/2021,161.0549696,128.0907936,155.6314421,149.522303,146.2412812,154.7667441,148.2734844,144.9671418,154.4621344,147.8692992,144.5728816,153.4280423,166.3203955,146.7982413,191.5686445,,,,,,,,,,,,,,,,,
7/12/2021,161.6318472,128.0243258,156.0612512,149.8126088,146.4652465,155.194731,148.5621796,145.1899852,154.9103429,148.1888386,144.8280865,153.8876121,166.88344,147.2120047,191.8000893,,,,,,,,,,,,,,,,,
7/13/2021,161.0808498,127.5492426,155.5198203,149.2838105,145.9438414,154.6563787,148.0378989,144.673226,154.3745284,147.6682069,144.3150462,153.0998491,165.8600261,146.4097441,191.2389887,,,,,,,,,,,,,,,,,
7/14/2021,161.3212262,128.1383407,155.8491391,149.6932662,146.389763,154.9830995,148.4428301,145.114137,154.6846491,148.048072,144.7297835,152.8200734,165.1317254,146.4279966,192.2990635,,,,,,,,,,,,,,,,,
7/15/2021,160.7702054,128.4137911,155.4902789,149.5151983,146.2970952,154.6252884,148.2648901,145.0208913,154.2989226,147.8276397,144.5919982,152.3633829,164.857351,146.2661342,193.0593448,,,,,,,,,,,,,,,,,
7/16/2021,159.509214,128.2333162,154.4709102,148.7275178,145.6205548,153.6113846,147.4835004,144.3499508,153.2540344,146.9988549,143.8712651,151.6787842,163.5526448,145.185482,193.982104,,,,,,,,,,,,,,,,,
7/19/2021,157.1535769,129.1549275,152.8679614,147.8372314,145.0685769,152.0201519,146.6046843,143.8068894,151.5538471,145.9541172,143.1542522,149.6859413,160.2917373,142.7913559,192.087791,,,,,,,,,,,,,,,,,
7/20/2021,159.405658,128.9743973,154.5777593,149.025718,146.0066387,153.7099709,147.7681617,144.721405,153.3194059,147.2331537,144.1900277,151.2560121,163.3197182,144.8203341,193.1605429,,,,,,,,,,,,,,,,,
7/21/2021,160.6962687,128.5183693,155.4696657,149.5388902,146.3395769,154.5935439,148.272218,145.0465361,154.2606888,147.825109,144.607319,151.8626907,165.0952176,145.9092132,192.394162,,,,,,,,,,,,,,,,,
7/22/2021,161.0327816,129.0504047,155.8588414,149.9744012,146.7957067,154.9805256,148.7040387,145.4986341,154.6363062,148.2398308,145.0415931,152.3052674,164.8290784,145.9690164,192.8564399,,,,,,,,,,,,,,,,,
7/23/2021,162.6894658,128.9933814,157.1278319,150.8736439,147.518382,156.241827,149.5948904,146.2141354,155.9502489,149.211032,145.8414236,153.8084241,165.7954515,147.126388,195.1952257,,,,,,,,,,,,,,,,,
7/26/2021,163.0888507,128.708352,157.366978,150.9625201,147.5364712,156.4806314,149.6844619,146.2335408,156.2127509,149.3366512,145.8986013,153.2149887,166.0406702,147.5988744,194.9037597,,,,,,,,,,,,,,,,,
7/27/2021,162.3455686,129.2594109,156.9279663,150.8082461,147.5161057,156.0411563,149.5272699,146.2090507,155.7283371,149.1111055,145.8024897,153.3134336,165.9326688,147.4047596,196.4602834,,,,,,,,,,,,,,,,,
7/28/2021,162.2789693,129.4874012,156.9318233,150.8775258,147.6159437,156.0447487,149.5956116,146.307648,155.7206557,149.162342,145.8831852,153.301763,166.1720996,147.1845999,195.619635,,,,,,,,,,,,,,,,,
7/29/2021,162.9520302,129.1169279,157.3627312,151.0803206,147.7108961,156.4736244,149.7972641,146.4023505,156.1850097,149.4179893,146.034479,153.8814413,167.2987525,148.2232079,196.2762228,,,,,,,,,,,,,,,,,
7/30/2021,162.1606799,129.2213954,156.77683,150.6889974,147.4119849,155.8897164,149.4073693,146.1041564,155.572823,148.9849661,145.6910376,153.8158728,166.7315593,147.5128495,195.8949645,,,,,,,,,,,,,,,,,
8/2/2021,161.8204632,129.5954519,156.6044572,150.6737876,147.4707045,155.7178668,149.3916383,146.161692,155.3754609,148.9304587,145.7079576,153.7549365,166.3603268,147.1798504,196.2147765,,,,,,,,,,,,,,,,,
8/3/2021,163.1369306,129.7287515,157.6559,151.4712509,148.1464108,156.7631169,150.1819701,146.8310485,156.4552948,149.773659,146.432841,155.5649583,168.5291456,148.5649767,197.7919682,,,,,,,,,,,,,,,,,
8/4/2021,162.3344687,129.7572591,157.0424281,151.0375177,147.7983261,156.1523832,149.7508701,146.4849757,155.8190268,149.3035849,146.0458639,154.7318517,166.926856,147.3855164,196.5560435,,,,,,,,,,,,,,,,,
8/5/2021,163.3625267,129.2242984,157.7090569,151.3632799,147.9627956,156.8153819,150.0740704,146.6482009,156.534881,149.7072354,146.2934125,154.6234616,167.557787,148.2139983,197.3183041,,,,,,,,,,,,,,,,,
8/6/2021,163.6324754,128.1678293,157.6596731,151.018366,147.4802138,156.7689807,149.7359826,146.1738689,156.5395462,149.446617,145.9001523,154.8864542,168.7345272,148.7484827,197.2249308,,,,,,,,,,,,,,,,,
8/9/2021,163.4993471,127.6157579,157.421237,150.6844474,147.1025914,156.5337081,149.4075127,145.8022542,156.3226293,149.1459114,145.5575525,155.2454956,168.6924111,148.6018022,197.6985978,,,,,,,,,,,,,,,,,
8/10/2021,163.7027083,127.3302144,157.5074311,150.6620364,147.0295019,156.6215247,149.388325,145.7329018,156.4282095,149.1537107,145.5164613,155.2096383,169.7019822,149.322531,198.0859394,,,,,,,,,,,,,,,,,
8/11/2021,164.1094892,127.5301083,157.869994,150.9812711,147.3275867,156.9826814,149.7057717,146.029286,156.793613,149.4777368,145.8197987,155.0008219,170.2606088,150.1066268,198.2685507,,,,,,,,,,,,,,,,,
8/12/2021,164.6013301,127.7109074,158.2932692,151.3383866,147.6527922,157.4047084,150.0614972,146.3532836,157.2232456,149.845161,146.1561188,155.5209963,170.7586798,150.3570248,198.8211534,,,,,,,,,,,,,,,,,
8/13/2021,164.9008863,128.5675617,158.7360889,151.9096948,148.2823579,157.8413425,150.6226622,146.9718843,157.6342214,150.3675565,146.734224,155.9361335,170.5571285,150.5319521,200.2545819,,,,,,,,,,,,,,,,,
8/16/2021,165.2891831,128.6436956,159.0539129,152.160301,148.5008444,158.1584998,150.8727634,147.190089,157.9600856,150.6309881,146.9664393,156.8788164,170.9932852,150.7162788,201.8083846,,,,,,,,,,,,,,,,,
8/17/2021,164.2056843,128.4152465,158.163322,151.4537547,147.8822643,157.2696569,150.1674974,146.5721811,157.0475967,149.8895092,146.3104654,157.3810305,170.7730129,149.7319861,202.6802249,,,,,,,,,,,,,,,,,
8/18/2021,162.4084406,128.3295969,156.7573362,150.4187448,147.0236562,155.8658544,149.1329895,145.7127339,155.5926719,148.7769031,145.3690188,155.3307231,168.4008092,148.1616697,200.4685494,,,,,,,,,,,,,,,,,
8/19/2021,162.6598817,128.6246562,157.023574,150.6968109,147.306488,156.1303526,149.4083542,145.9927131,155.8528366,149.0457915,145.6422689,155.8305313,167.7192613,147.9656932,201.5809336,,,,,,,,,,,,,,,,,
8/20/2021,163.9541846,128.7103295,158.0440551,151.4564277,147.9416134,157.1470867,150.164437,146.6251912,156.9054135,149.8566425,146.332257,156.8351238,168.5623158,149.0268474,202.9108637,,,,,,,,,,,,,,,,,
8/23/2021,165.3964312,128.8054553,159.1796221,152.3005873,148.6469778,158.2799556,151.0067859,147.3297718,158.078236,150.7600408,147.1009432,156.6846232,169.8945033,150.0224408,201.8514284,,,,,,,,,,,,,,,,,
8/24/2021,165.6589722,128.5104356,159.3088424,152.3061059,148.5947221,158.4110385,151.0159881,147.2817805,158.2292648,150.7995575,147.0847039,156.2171459,170.3947734,150.2518957,200.6653863,,,,,,,,,,,,,,,,,
8/25/2021,166.0065849,128.1772817,159.4936734,152.3399251,148.5580145,158.5984205,151.0546894,147.250664,158.4407243,150.8748636,147.0919333,156.2615079,171.0998785,150.6968637,200.4982476,,,,,,,,,,,,,,,,,
8/26/2021,165.0266186,128.1392029,158.7309814,151.7822486,148.0974656,157.8350565,150.494592,146.7869069,157.6491355,150.2716523,146.5829108,155.5902171,170.1626058,149.7916953,199.7642196,,,,,,,,,,,,,,,,,
8/27/2021,166.502118,128.8530736,160.0432094,152.9347326,149.1720634,159.1423717,151.6408864,147.855651,158.9723091,151.4425002,147.6775958,156.0982636,171.4512995,150.9968,199.9034012,,,,,,,,,,,,,,,,,
8/30/2021,167.2343236,129.0719594,160.6606249,153.4421754,149.6267622,159.7585512,152.1472578,148.30962,159.6018508,151.9693779,148.1531415,156.3278106,171.021538,151.2302699,200.2279208,,,,,,,,,,,,,,,,,
8/31/2021,166.9865512,128.7769397,160.3967542,153.1654834,149.3449186,159.496886,151.8739424,148.0313188,159.3446289,151.7027066,147.8817455,156.0140006,170.6273484,150.964464,200.1039282,,,,,,,,,,,,,,,,,
9/1/2021,167.0752917,128.9428285,160.5062692,153.2932431,149.4807934,159.6050912,151.9996243,148.1649789,159.448799,151.8223064,148.0090601,156.2004338,170.0175265,150.9480716,201.1591447,,,,,,,,,,,,,,,,,
9/2/2021,167.5893324,129.1716414,160.9582977,153.685035,149.8433763,160.0545817,152.3881099,148.5243702,159.9057942,152.222256,148.3804869,157.2882641,171.2015836,151.8656461,202.4578302,,,,,,,,,,,,,,,,,
9/3/2021,167.5486367,128.7044603,160.8106003,153.4403074,149.5542103,159.9078257,152.1456078,148.2379123,159.7798014,152.0109661,148.1265485,157.0907274,171.0229352,151.456881,201.3683318,,,,,,,,,,,,,,,,,
9/7/2021,166.9495711,128.0942899,160.1981449,152.8201586,148.9323387,159.2989479,151.5308907,147.6217162,159.1785149,151.4074586,147.5219305,156.0829371,169.871957,150.4738181,199.9029857,,,,,,,,,,,,,,,,,
9/8/2021,166.7461748,128.5042579,160.1445515,152.9040906,149.0799461,159.2449977,151.6131751,147.7670707,159.0977914,151.449408,147.6252163,156.1729174,170.3281657,150.5307221,201.7481601,,,,,,,,,,,,,,,,,
9/9/2021,166.0324651,129.3432649,159.8053063,152.9107387,149.2475719,158.9072629,151.6192027,147.9326472,158.6946251,151.356785,147.687865,155.034225,169.1275066,150.0170248,200.9054703,,,,,,,,,,,,,,,,,
9/10/2021,164.7233585,128.9714232,158.705417,152.011513,148.4446583,157.8147505,150.7292804,147.1385421,157.5729715,150.4225844,146.8473909,153.5748074,167.564807,149.007926,199.2709552,,,,,,,,,,,,,,,,,
9/13/2021,165.1449432,129.2860993,159.1078079,152.3932999,148.8157135,158.2148395,151.1077846,147.5062692,157.9731744,150.8014056,147.2155212,153.4025795,167.3310979,149.4222134,199.4842571,,,,,,,,,,,,,,,,,
9/14/2021,164.2537525,129.6769725,158.5171252,152.0841669,148.6391366,157.6305285,150.8056257,147.3356797,157.3383965,150.4230405,146.9653625,152.8813197,166.843978,148.4891441,198.7347121,,,,,,,,,,,,,,,,,
9/15/2021,165.6256842,129.5244438,159.5390482,152.7747841,149.1724756,158.641241,151.4825876,147.8563714,158.4054361,151.185188,147.575064,153.8840098,167.7878575,149.7852682,199.3150401,,,,,,,,,,,,,,,,,
9/16/2021,165.3631432,129.3432649,159.2921013,152.5440013,148.9499142,158.3957465,151.2538464,147.6358647,158.1591676,150.9551919,147.3532041,153.5449163,167.2687226,149.2196012,198.8401582,,,,,,,,,,,,,,,,,
9/17/2021,163.7523354,129.0572864,157.9803265,151.5175294,148.0597867,157.093921,150.2397241,146.7573145,156.8133256,149.8743158,146.4048109,152.486022,166.3406859,147.8129145,197.2245795,,,,,,,,,,,,,,,,,
9/20/2021,161.021881,129.4576991,155.9709881,150.1896999,147.0550755,155.1063497,148.9380821,145.7766618,154.7090446,148.3962082,145.23979,150.2295163,164.3808525,145.4581016,194.9473761,,,,,,,,,,,,,,,,,
9/21/2021,160.8697879,129.4481201,155.8508222,150.1001377,146.9801846,154.9877442,148.8505438,145.703719,154.5854543,148.3011208,145.158954,150.3768016,164.3883855,145.3407326,194.7931911,,,,,,,,,,,,,,,,,
9/22/2021,162.4390327,129.810454,157.1542983,151.1467076,147.9027658,156.2767085,149.877982,146.6077088,155.9133169,149.3876012,146.1247433,151.2322686,165.2214085,146.7801835,195.8230063,,,,,,,,,,,,,,,,,
